Phone timestamp;sensor timestamp [ns];X [mg];Y [mg];Z [mg]
2021-12-07T21:29:14.143;540170969824318855;-4067;-2482;7596
2021-12-07T21:29:14.163;540170969843837842;-2302;-4980;7125
2021-12-07T21:29:14.182;540170969863356829;-204;-7937;7984
2021-12-07T21:29:14.202;540170969882875816;615;-7997;2997
2021-12-07T21:29:14.221;540170969902394803;511;-7997;-4836
2021-12-07T21:29:14.241;540170969921913790;-1303;-7948;-8000
2021-12-07T21:29:14.260;540170969941432777;-3615;-6830;-7999
2021-12-07T21:29:14.280;540170969960951764;-4165;-5947;-7364
2021-12-07T21:29:14.299;540170969980470751;-2653;-4950;-5109
2021-12-07T21:29:14.319;540170969999989738;-876;-4424;-2857
2021-12-07T21:29:14.339;540170970019508725;-654;-4187;-1469
2021-12-07T21:29:14.358;540170970039027712;-756;-3660;-898
2021-12-07T21:29:14.378;540170970058547447;69;-3152;-96
2021-12-07T21:29:14.397;540170970078067162;790;-2400;85
2021-12-07T21:29:14.417;540170970097586877;1126;-1876;516
2021-12-07T21:29:14.436;540170970117106592;928;-1464;780
2021-12-07T21:29:14.456;540170970136626307;931;-1384;1181
2021-12-07T21:29:14.475;540170970156146022;1220;-1323;1277
2021-12-07T21:29:14.495;540170970175665737;1829;-1448;1520
2021-12-07T21:29:14.514;540170970195185452;2334;-1188;1472
2021-12-07T21:29:14.534;540170970214705167;3038;-919;1354
2021-12-07T21:29:14.553;540170970234224882;3247;-878;1353
2021-12-07T21:29:14.573;540170970253744597;3014;-727;1665
2021-12-07T21:29:14.592;540170970273264312;2476;-697;1713
2021-12-07T21:29:14.612;540170970292784027;1907;-287;1182
2021-12-07T21:29:14.631;540170970312303742;1844;-3;730
2021-12-07T21:29:14.651;540170970331823457;1038;-23;-632
2021-12-07T21:29:14.670;540170970351343172;946;-205;-899
2021-12-07T21:29:14.690;540170970370862887;1007;-210;-433
2021-12-07T21:29:14.709;540170970390382602;970;-316;-708
2021-12-07T21:29:14.729;540170970409902317;953;-933;-187
2021-12-07T21:29:14.748;540170970429422032;812;-1467;589
2021-12-07T21:29:14.768;540170970448941747;498;-1920;697
2021-12-07T21:29:14.787;540170970468461462;304;-1752;513
2021-12-07T21:29:14.807;540170970487981177;265;-1267;262
2021-12-07T21:29:14.827;540170970507500892;313;-1074;256
